review,rating,date,bank,source,cleaned_review,char_count,word_count,avg_word_length,has_question,has_exclamation,is_all_caps,sentiment_polarity
Very easy to use,5,2024-09-29,Bank of Abyssinia,Google Play,easy use,8.0,2.0,3.5,0.0,0.0,0.0,0.0
The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia,Google Play,crash always error,18.0,3.0,5.33,0.0,0.0,0.0,0.0
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia,Google Play,incredibly use filled issue make difficult navigate complete task efficiently never poorly designed banking application need significant improvement enhance user experience low rating,183.0,23.0,7.0,0.0,0.0,0.0,0.0
nice,5,2024-09-25,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Great UI and seamless UX. I love it!!,5,2024-09-25,Bank of Abyssinia,Google Play,great seamless love,19.0,3.0,5.67,0.0,0.0,0.0,0.0
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Bank of Abyssinia,Google Play,thats good application try add alternative future possibility customer,70.0,9.0,6.89,0.0,0.0,0.0,0.0
It's easy used to operate program and secured 👍👍,4,2024-09-25,Bank of Abyssinia,Google Play,easy used operate program,25.0,4.0,5.5,0.0,0.0,0.0,0.0
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Bank of Abyssinia,Google Play,bought mobile card didnt receive took money didnt get money back,64.0,11.0,4.91,0.0,0.0,0.0,0.0
Amazing,5,2024-09-19,Bank of Abyssinia,Google Play,amazing,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Great app with great services,5,2024-09-18,Bank of Abyssinia,Google Play,great great service,19.0,3.0,5.67,0.0,0.0,0.0,0.0
Yes active user,5,2024-09-17,Bank of Abyssinia,Google Play,yes active user,15.0,3.0,4.33,0.0,0.0,0.0,0.0
Shameful,1,2024-09-17,Bank of Abyssinia,Google Play,shameful,8.0,1.0,8.0,0.0,0.0,0.0,0.0
The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia,Google Play,ever made would one,19.0,4.0,4.0,0.0,0.0,0.0,0.0
Good application,5,2024-09-16,Bank of Abyssinia,Google Play,good application,16.0,2.0,7.5,0.0,0.0,0.0,0.0
I like,5,2024-09-16,Bank of Abyssinia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good,5,2024-09-16,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia,Google Play,many hour wait transferring money please something transfer delay issue need money ever,87.0,13.0,5.77,0.0,0.0,0.0,0.0
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-14,Bank of Abyssinia,Google Play,boa unreasonably holding delaying transaction day even transaction within bank huge gap boa mobile banking didnt experience kind challenge transaction bank mobile banking platform waiting long customer support team response gave system hold transaction working day totally fair,277.0,38.0,6.32,0.0,0.0,0.0,0.0
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Bank of Abyssinia,Google Play,working need big update cant update quickly,43.0,7.0,5.29,0.0,0.0,0.0,0.0
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-13,Bank of Abyssinia,Google Play,good better conversation time,29.0,4.0,6.5,0.0,0.0,0.0,0.0
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Bank of Abyssinia,Google Play,better mobile turn developer option every time wan na use annoying,66.0,11.0,5.09,0.0,0.0,0.0,0.0
Bes and freindly app,5,2024-09-12,Bank of Abyssinia,Google Play,be,2.0,1.0,2.0,0.0,0.0,0.0,0.0
It doesn't work.,1,2024-09-12,Bank of Abyssinia,Google Play,doesnt work,11.0,2.0,5.0,0.0,0.0,0.0,0.0
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia,Google Play,say request successful please check device connectivity try one bank manager told phone android version ridiculous disappointing,128.0,17.0,6.59,0.0,0.0,0.0,0.0
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia,Google Play,payment worst ever,18.0,3.0,5.33,0.0,0.0,0.0,0.0
Good,5,2024-09-10,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Smart technology,5,2024-09-09,Bank of Abyssinia,Google Play,smart technology,16.0,2.0,7.5,0.0,0.0,0.0,0.0
Yegema app tish🪨,1,2024-09-07,Bank of Abyssinia,Google Play,rock,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Ok,5,2024-09-07,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Bank of Abyssinia,Google Play,appropriate dont know boa dont expect much crazy un form boa,60.0,11.0,4.55,0.0,0.0,0.0,0.0
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play,shockingly bad even work painfully slow shame become stain extraordinary bank,77.0,11.0,6.09,0.0,0.0,0.0,0.0
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Bank of Abyssinia,Google Play,crash frequently launch android dont think actually work version less shouldnt available device begin like many finance much better three month ago upgrade better,162.0,24.0,5.79,0.0,0.0,0.0,0.0
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Bank of Abyssinia,Google Play,awesome application lately,26.0,3.0,8.0,0.0,0.0,0.0,0.0
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,5,2024-09-04,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Fast one,3,2024-09-04,Bank of Abyssinia,Google Play,fast one,8.0,2.0,3.5,0.0,0.0,0.0,0.0
Nice looking app but a terrible user experience.,1,2024-09-03,Bank of Abyssinia,Google Play,nice looking terrible user experience,37.0,5.0,6.6,0.0,0.0,0.0,0.0
The worest MB app ever!!🙄,1,2024-09-02,Bank of Abyssinia,Google Play,ever,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Very good,5,2024-09-01,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
It is ok,5,2024-09-01,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Bank of Abyssinia,Google Play,fix hide share work,19.0,4.0,4.0,0.0,0.0,0.0,0.0
Good,5,2024-08-30,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Apollo's,1,2024-08-29,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The worst experience ever,1,2024-08-29,Bank of Abyssinia,Google Play,worst experience ever,21.0,3.0,6.33,0.0,0.0,0.0,0.0
Hussenaliumar,5,2024-08-29,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good,3,2024-08-28,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-27,Bank of Abyssinia,Google Play,hi problem boa mobile dont know wrong many time sam doesnt work sam like way customer know account save book enough alone,121.0,22.0,4.55,0.0,0.0,0.0,0.0
It is not work for my device,5,2024-08-27,Bank of Abyssinia,Google Play,work device,11.0,2.0,5.0,0.0,0.0,0.0,0.0
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia,Google Play,sick tiered developer option use maybe know maybe dont fix please,65.0,11.0,5.0,0.0,0.0,0.0,0.0
The worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play,worst ever,10.0,2.0,4.5,0.0,0.0,0.0,0.0
Good,5,2024-08-26,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Betanya Gebre,3,2024-08-23,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia,Google Play,dont recommand one,18.0,3.0,5.33,0.0,0.0,0.0,0.0
Good,5,2024-08-21,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Excellent app,5,2024-08-21,Bank of Abyssinia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play,application used work well update able use forgot password feature blocking whole,81.0,12.0,5.83,0.0,0.0,0.0,0.0
ትርሃስ,5,2024-08-19,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gio,4,2024-08-19,Bank of Abyssinia,Google Play,gio,3.0,1.0,3.0,0.0,0.0,0.0,0.0
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play,working,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Best app,5,2024-08-18,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play,far good always lug,19.0,4.0,4.0,0.0,0.0,0.0,0.0
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play,dont trust bank service,23.0,4.0,5.0,0.0,0.0,0.0,0.0
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play,open use help,13.0,3.0,3.67,0.0,0.0,0.0,0.0
Horrible,1,2024-08-14,Bank of Abyssinia,Google Play,horrible,8.0,1.0,8.0,0.0,0.0,0.0,0.0
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play,mostly working,14.0,2.0,6.5,0.0,0.0,0.0,0.0
Good,5,2024-08-13,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Awesome 👌,5,2024-08-12,Bank of Abyssinia,Google Play,awesome,7.0,1.0,7.0,0.0,0.0,0.0,0.0
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play,despite enhanced technology application doesnt work properly developer option turned fix,88.0,11.0,7.09,0.0,0.0,0.0,0.0
Thank you,3,2024-08-12,Bank of Abyssinia,Google Play,thank,5.0,1.0,5.0,0.0,0.0,0.0,0.0
Very poor app b/c highly slow to open the app,1,2024-08-11,Bank of Abyssinia,Google Play,poor highly slow open,21.0,4.0,4.5,0.0,0.0,0.0,0.0
Ok,5,2024-08-11,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best,1,2024-08-11,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Best app,5,2024-08-11,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia,Google Play,bad,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-10,Bank of Abyssinia,Google Play,dura nan amma hin,17.0,4.0,3.5,0.0,0.0,0.0,0.0
Nice appp,5,2024-08-10,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gooood app my dear,5,2024-08-09,Bank of Abyssinia,Google Play,dear,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,total disaster always never work lost hope taken business competitor,68.0,10.0,5.9,0.0,0.0,0.0,0.0
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play,poor use cant start open,24.0,5.0,4.0,0.0,0.0,0.0,0.0
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,take long time even working simply bank application give digital invoice even able find kept transaction please developer fix,125.0,19.0,5.63,0.0,0.0,0.0,0.0
Good job,5,2024-08-07,Bank of Abyssinia,Google Play,good job,8.0,2.0,3.5,0.0,0.0,0.0,0.0
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,worst ever user friendly even doesnt serve basic functionality correctly take much time login navigate bank,107.0,16.0,5.75,0.0,0.0,0.0,0.0
good,3,2024-08-07,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good,5,2024-08-07,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play,bad,3.0,1.0,3.0,0.0,0.0,0.0,0.0
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play,mean could big financial company like much irresponsible release ashamed,72.0,10.0,6.3,0.0,0.0,0.0,0.0
Review,5,2024-08-06,Bank of Abyssinia,Google Play,review,6.0,1.0,6.0,0.0,0.0,0.0,0.0
Goood,4,2024-08-06,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ok,5,2024-08-06,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
👎👎👎👎👎👎👎👎👎,1,2024-08-05,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play,necessary switch developer option every time use mobile banking,63.0,9.0,6.11,0.0,0.0,0.0,0.0
The previous version is better it doesn't work,1,2024-08-03,Bank of Abyssinia,Google Play,previous version better doesnt work,35.0,5.0,6.2,0.0,0.0,0.0,0.0
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play,dont know wrong boa bank general going backwards since last year disaster use every possible way stable log slow perform transaction take cant even find picture even save option time perform transaction simply worst,215.0,34.0,5.35,0.0,0.0,0.0,0.0
ok,5,2024-08-03,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nice,5,2024-08-03,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play,take note mobile banking best banking currently take note improve ur sometimes learn best,89.0,14.0,5.43,0.0,0.0,0.0,0.0
Great,5,2024-08-03,Bank of Abyssinia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
It's a useless app,1,2024-08-01,Bank of Abyssinia,Google Play,useless,7.0,1.0,7.0,0.0,0.0,0.0,0.0
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play,working much need improve best,30.0,5.0,5.2,0.0,0.0,0.0,0.0
Poor network,1,2024-07-31,Bank of Abyssinia,Google Play,poor network,12.0,2.0,5.5,0.0,0.0,0.0,0.0
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play,yet completely working dont know working properly sad,53.0,8.0,5.75,0.0,0.0,0.0,0.0
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,open sometimes say issue dont open bug smooth work please improve,65.0,11.0,5.0,0.0,0.0,0.0,0.0
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play,working totally useless,23.0,3.0,7.0,0.0,0.0,0.0,0.0
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-30,Bank of Abyssinia,Google Play,become troubling every day doesnt work love bank hate,53.0,9.0,5.0,0.0,0.0,0.0,0.0
this is so disappointing app 😞,1,2024-07-30,Bank of Abyssinia,Google Play,disappointing,13.0,1.0,13.0,0.0,0.0,0.0,0.0
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ok,5,2024-07-29,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nays,5,2024-07-28,Bank of Abyssinia,Google Play,nay,3.0,1.0,3.0,0.0,0.0,0.0,0.0
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play,worst,5.0,1.0,5.0,0.0,0.0,0.0,0.0
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play,cant even open display error message,36.0,6.0,5.17,0.0,0.0,0.0,0.0
not active,1,2024-07-27,Bank of Abyssinia,Google Play,active,6.0,1.0,6.0,0.0,0.0,0.0,0.0
To get good quality,5,2024-07-26,Bank of Abyssinia,Google Play,get good quality,16.0,3.0,4.67,0.0,0.0,0.0,0.0
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play,dont,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play,fake try working say please try later unable make transaction purpose working delete,84.0,13.0,5.54,0.0,0.0,0.0,0.0
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play,didnt work new version new still compatible,43.0,7.0,5.29,0.0,0.0,0.0,0.0
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play,corrupted poor,14.0,2.0,6.5,0.0,0.0,0.0,0.0
Good,1,2024-07-24,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play,try use application say developer setting setting play still doesnt work,72.0,11.0,5.64,0.0,0.0,0.0,0.0
Nice,5,2024-07-23,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play,fix guy best,12.0,3.0,3.33,0.0,0.0,0.0,0.0
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play,always slow doesnt work weekend rush merchant,45.0,7.0,5.57,0.0,0.0,0.0,0.0
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play,difficult use user user cant operate well one help,50.0,9.0,4.67,0.0,0.0,0.0,0.0
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play,poor application turned,23.0,3.0,7.0,0.0,0.0,0.0,0.0
Okay,5,2024-07-23,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,usually crash reason give problem connection although fine,58.0,8.0,6.38,0.0,0.0,0.0,0.0
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play,want international mobile banking,33.0,4.0,7.5,0.0,0.0,0.0,0.0
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play,working please modify,21.0,3.0,6.33,0.0,0.0,0.0,0.0
Naziriet measho 89160437,1,2024-07-21,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play,working one make better gonne stop bank mobile banking,54.0,9.0,5.11,0.0,0.0,0.0,0.0
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,working android show error notification forcefully close must fixed,67.0,9.0,6.56,0.0,0.0,0.0,0.0
Wow,5,2024-07-19,Bank of Abyssinia,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-18,Bank of Abyssinia,Google Play,crash frequently stable overall need improvement huge bank need better current one,82.0,12.0,5.92,0.0,0.0,0.0,0.0
ርይርፍ,3,2024-07-18,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play,previous application much better one,36.0,5.0,6.4,0.0,0.0,0.0,0.0
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,worst wise invest money make like even image better please invest hire professional developer company improve,109.0,16.0,5.88,0.0,0.0,0.0,0.0
mal,5,2024-07-16,Bank of Abyssinia,Google Play,mal,3.0,1.0,3.0,0.0,0.0,0.0,0.0
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play,working,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Excellent,5,2024-07-16,Bank of Abyssinia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play,mobile banking ever error report frequently,43.0,6.0,6.33,0.0,0.0,0.0,0.0
Wow,5,2024-07-16,Bank of Abyssinia,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
love,3,2025-06-05,Dashen Bank,Google Play,love,4.0,1.0,4.0,0.0,0.0,0.0,0.0
መቸሸጠ,5,2025-06-03,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wow,5,2025-06-03,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
gadaa,5,2025-06-01,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Massive upgrade from the Amole app.,5,2025-05-31,Dashen Bank,Google Play,massive upgrade amole,21.0,3.0,6.33,0.0,0.0,0.0,0.0
good,4,2025-05-31,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
very good for this app,5,2025-05-31,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
top,5,2025-05-31,Dashen Bank,Google Play,top,3.0,1.0,3.0,0.0,0.0,0.0,0.0
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen Bank,Google Play,better amole biometric new update doesnt work,45.0,7.0,5.57,0.0,0.0,0.0,0.0
Wow,5,2025-05-30,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
good,5,2025-05-30,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
it too slow,3,2025-05-29,Dashen Bank,Google Play,slow,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real life changer,5,2025-05-28,Dashen Bank,Google Play,real life changer,17.0,3.0,5.0,0.0,0.0,0.0,0.0
👍👍👍,5,2025-05-28,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,5,2025-05-28,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice application,5,2025-05-27,Dashen Bank,Google Play,nice application,16.0,2.0,7.5,0.0,0.0,0.0,0.0
good,5,2025-05-27,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
wow,5,2025-05-27,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
useless app ever loading take long,1,2025-05-26,Dashen Bank,Google Play,useless ever loading take long,30.0,5.0,5.2,0.0,0.0,0.0,0.0
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen Bank,Google Play,game changer bank super fast secure easy use payment make sending money super quick code payment perfect shopping also love biometric login easy bill payment everything need one place bank really raised bar digital banking highly,229.0,36.0,5.39,0.0,0.0,0.0,0.0
